,Rewards Steps
3816,212.0
3817,90.64
3818,212.0
3819,90.64
3820,212.0
3821,90.64
3822,212.0
3823,90.64
3824,212.0
3825,90.64
3826,212.0
3827,90.64
3828,212.0
3829,90.64
3830,212.0
3831,90.64
3832,212.0
3833,90.64
3834,212.0
3835,90.64
3836,212.0
3837,90.64
3838,212.0
3839,90.64
3840,212.0
3841,90.64
3842,212.0
3843,90.64
3844,212.0
3845,90.64
3846,212.0
3847,90.64
3848,212.0
3849,90.64
3850,212.0
3851,90.64
3852,212.0
3853,90.64
3854,212.0
3855,90.64
3856,212.0
3857,90.64
3858,212.0
3859,90.64
3860,212.0
3861,90.64
3862,212.0
3863,90.64
3864,212.0
3865,90.64
3866,212.0
3867,90.64
3868,212.0
3869,90.64
3870,212.0
3871,90.64
3872,212.0
3873,90.64
3874,212.0
3875,62.800000000000004
3876,165.36
3877,47.96
3878,224.0
3879,78.28
3880,212.0
3881,90.64
3882,212.0
3883,74.0
3884,91.16
3885,218.0
3886,84.46
3887,212.0
3888,90.64
3889,212.0
3890,90.64
3891,212.0
3892,90.64
3893,212.0
3894,90.64
3895,212.0
3896,90.64
3897,212.0
3898,90.64
3899,212.0
3900,90.64
3901,212.0
3902,90.64
3903,212.0
3904,90.64
3905,212.0
3906,90.64
3907,212.0
3908,90.64
3909,212.0
3910,90.64
3911,212.0
3912,90.64
3913,212.0
3914,90.64
3915,212.0
3916,90.64
3917,212.0
3918,90.64
3919,212.0
3920,90.64
3921,212.0
3922,90.64
3923,212.0
3924,90.64
3925,212.0
3926,90.64
3927,212.0
3928,90.64
3929,212.0
3930,90.64
3931,212.0
3932,90.64
3933,212.0
3934,90.64
3935,212.0
3936,90.0
3937,212.0
3938,90.64
3939,212.0
3940,90.64
3941,212.0
3942,90.64
3943,212.0
3944,90.64
3945,212.0
3946,90.64
3947,212.0
3948,90.64
3949,212.0
3950,90.64
3951,212.0
3952,90.64
3953,212.0
3954,90.64
3955,212.0
3956,90.64
3957,212.0
3958,90.64
3959,212.0
3960,90.64
3961,212.0
3962,90.64
3963,212.0
3964,90.64
3965,212.0
3966,90.64
3967,212.0
3968,90.64
3969,212.0
3970,90.64
3971,212.0
3972,90.64
3973,212.0
3974,90.64
3975,212.0
3976,90.64
3977,212.0
3978,90.64
3979,212.0
3980,90.64
3981,212.0
3982,90.64
3983,212.0
3984,90.64
3985,212.0
3986,90.64
3987,212.0
3988,90.64
3989,212.0
3990,63.760000000000005
3991,159.0
3992,41.42
3993,224.0
3994,78.28
3995,212.0
3996,90.64
3997,212.0
3998,90.64
3999,212.0
4000,90.64
4001,212.0
4002,90.64
4003,212.0
4004,90.64
4005,212.0
4006,90.64
4007,212.0
4008,90.64
4009,212.0
4010,90.64
4011,212.0
4012,90.64
4013,212.0
4014,74.96000000000001
4015,84.80000000000001
4016,218.0
4017,84.46
4018,212.0
4019,90.64
4020,212.0
4021,90.64
4022,212.0
4023,90.64
4024,212.0
4025,90.64
4026,212.0
4027,90.64
4028,212.0
4029,90.64
4030,212.0
4031,90.64
4032,212.0
4033,90.64
4034,212.0
4035,90.64
4036,212.0
4037,90.64
4038,212.0
4039,90.64
4040,212.0
4041,90.64
4042,212.0
4043,90.64
4044,212.0
4045,90.64
4046,212.0
4047,90.64
4048,212.0
4049,90.64
4050,212.0
4051,90.64
4052,212.0
4053,90.64
4054,212.0
4055,90.64
